id	ko	ja	pos	pos_tag	lemma
2347	칭찬	称賛	Noun	NNG	칭찬
2348	카네이션	カーネーション	Noun	NNG	카네이션
2349	카세트	カセット	Noun	NNG	카세트
2350	카센터	カーセンター	Noun	NNG	카센터
2351	카페인	カフェイン	Noun	NNG	카페인
2352	카펫	カーペット	Noun	NNG	카펫
2353	칸	空欄、欄	Noun	NNP	칸
2354	칼국수	カルグクス、韓国式うどん	Noun	NNG	칼국수
2355	캄캄하다	真っ暗だ	XR	XR	캄캄
2356	캠퍼스	キャンパス	Noun	NNG	캠퍼스
2357	캠프	キャンプ	Noun	NNG	캠프
2358	커다랗다	非常に大きい	VA-I	VA-I	커다랗다
2359	커지다	大きくなる	Verb	VV	커지다
2360	커튼	カーテン	Noun	NNG	커튼
2361	커플	カップル	Noun	NNG	커플
2362	컴퓨터실	コンピューター室	Noun	NNG	컴퓨터실
2363	켜지다	（火・電灯が）つく	Verb	VV	켜다
2364	코끼리	象	Noun	NNG	코끼리
2365	코너	コーナー	Noun	NNG	코너
2366	코미디	コメディー	Noun	NNG	코미디
2367	코미디언	コメディアン	Noun	NNG	코미디언
2368	콘서트	コンサート	Noun	NNG	콘서트
2369	콘센트	コンセント	Noun	NNG	콘센트
2370	콩나물	豆もやし	Noun	NNG	콩나물
2371	퀴즈	クイズ	Noun	NNG	퀴즈
2372	큰길	大通り	Noun	NNG	큰길
2373	큰돈	大金	Noun	NNG	큰돈
2374	큰소리	大きな声、大声	Adjective	VA	크다
2375	큰일	大ごと、重大なこと、大事	Noun	NNG	큰일
2376	클래식	クラシック	Noun	NNG	클래식
2377	클릭	クリック	Noun	NNG	클릭
2378	키우다	大きくする、育てる	Verb	VV	키우다
2379	타입	タイプ	Noun	NNG	타입
2380	탈	事故、故障、仮面	XPN	XPN	탈
2381	탈의실	脱衣室、試着室	Noun	NNG	탈의실
2382	탈춤	仮面舞踊、タルチュム	Noun	NNG	탈춤
2383	탑승구	搭乗口	Noun	NNG	탑승구
2384	탕	スープ、汁	Adverb	MAG	탕
2385	태도	態度	Noun	NNG	태도
2386	태양	太陽	Noun	NNG	태양
2387	태양열	太陽熱	Noun	NNG	태양열
2388	태우다	焼く、燃やす	Noun	NNP	태우
2389	택배	宅配、宅配便	Noun	NNG	택배
2390	택배비	宅配費	Noun	NNG	택배비
2391	터지다	突然起こる、裂ける、ドッと出る	Verb	VV	터지다
2392	털다	はたく	Verb	VV	털다
2393	테이프	テープ	Noun	NNG	테이프
2394	텐트	テント	Noun	NNG	텐트
2395	토끼	ウサギ	Noun	NNG	토끼
2396	토론	討論	Noun	NNG	토론
2397	토하다	吐く	Verb	VV	토하다
2398	통계	統計	Noun	NNG	통계
2399	통신	通信	Noun	NNG	통신
2400	통역	通訳	Noun	NNG	통역
2401	통일	統一	Noun	NNG	통일
2402	통증	痛み	Noun	NNG	통증
2403	통지서	通知書	Noun	NNG	통지서
2404	통화	通話	Noun	NNG	통화
2405	퇴근길	仕事帰り	Noun	NNG	퇴근길
2406	퇴원	退院	Noun	NNG	퇴원
2407	퇴직	退職	Noun	NNG	퇴직
2408	투표	投票	Noun	NNG	투표
2409	튀기다	揚げる、はじく、跳ね飛ばす	Noun	NNG	튀기
2410	트럭	トラック、貨物自動車	Noun	NNG	트럭
2411	특기	特技	Noun	NNG	특기
2412	특별	特別	Noun	NNG	특별
2413	특별하다	特別だ	XR	XR	특별
2414	특산물	特産物	Noun	NNG	특산물
2415	튼튼하다	丈夫だ、頑丈だ	XR	XR	튼튼
2416	틀림없다	間違いない、決まってる、確かだ	Adjective	VA	틀림없다
2417	틀림없이	間違いなく	Adverb	MAG	틀림없이
2418	틈	隙、暇	Noun	NNG	틈
2419	티켓	チケット	Noun	NNG	티켓
2420	팀장	チーム長	Noun	NNG	팀장
2421	파다	掘る、彫る、掘り下げる、えぐる	Noun	NNG	파
2422	파마	パーマ	Noun	NNG	파마
2423	파일	ファイル	Noun	NNG	파일
2424	파전	チヂミ	Noun	NNG	파전
2425	판매	販売	Noun	NNG	판매
2426	판매자	販売者	Noun	NNG	판매자
2427	팥빙수	パッピンス(韓国風かき氷)	Noun	NNG	팥빙수
2428	패션쇼	ファッションショー	Noun	NNG	패션쇼
2429	패스트푸드	ファーストフード	Noun	NNG	패스트푸드
2430	팩스	ファックス	Noun	NNG	팩스
2431	팬	ファン	Noun	NNG	팬
2432	퍼지다	広がる、行き渡る	Verb	VV	퍼지다
2433	편리	便利	Noun	NNG	편리
2434	편식	偏食	Noun	NNG	편식
2435	편안하다	楽だ	Noun	NNG	편안
2436	편의점	コンビニ、便宜店	Noun	NNG	편의점
2437	편히	楽に	Adverb	MAG	편히
2438	펼치다	広げる	Verb	VV	펼치다
2439	평가	評価	Noun	NNG	평가
2440	평균	平均	Noun	NNG	평균
2441	평등	平等	Noun	NNG	평등
2442	평범하다	平凡だ	XR	XR	평범
2443	평생	一生	Noun	NNG	평생
2444	평소	普段、日頃	Noun	NNG	평소
2445	평화	平和	Noun	NNG	평화
2446	포근하다	暖かい、穏やかだ	XR	XR	포근
2447	포기	放棄	Noun	NNG	포기
2448	포도주	ワイン、葡萄酒	Noun	NNG	포도주
2449	포인트	ポイント	Noun	NNG	포인트
2450	포장지	包装紙	Noun	NNG	포장지
2451	폭발	爆発	Noun	NNG	폭발
2452	폭설	どか雪、爆雪	Noun	NNG	폭설
2453	폭식	暴食、やけ食い	Noun	NNG	폭식
2454	폭우	暴雨、豪雨	Noun	NNG	폭우
2455	폭포	滝	Noun	NNG	폭포
2456	표시	標示	Noun	NNG	표시
2457	표정	表情	Noun	NNG	표정
2458	표지판	表示板	Noun	NNG	표지판
2459	푸르다	青い	VA-I	VA-I	푸르다
2460	풀리다	解ける、ほぐれる、和らぐ	Verb	VV	풀리다
2461	풀이	解釈	Noun	NNG	풀이
2462	품질	品質	Noun	NNG	품질
2463	풍경	風景	Noun	NNG	풍경
2464	풍부하다	豊富だ、豊かだ	Adjective	VA	풍부하다
2465	풍선	風船	Noun	NNG	풍선
2466	프라이팬	フライパン	Noun	NNG	프라이팬
2467	프로그래머	プログラマー	Noun	NNG	프로그래머
2468	프린터	プリンター	Noun	NNG	프린터
2469	플라스틱	プラスティック	Noun	NNG	플라스틱
2470	플러그	プラグ	Noun	NNG	플러그
2471	피로	疲労	Noun	NNG	피로
2472	피부	皮膚、肌	Noun	NNG	피부
2473	피부과	皮膚科	Noun	NNG	피부과
2474	피부병	皮膚病	Noun	NNG	피부병
2475	피서	避暑	Noun	NNG	피서
2476	피아니스트	ピアニスト	Noun	NNG	피아니스트
2477	피하다	避ける	Verb	VV	피하다
2478	피해	被害	Noun	NNG	피해
2479	피해자	被害者	Noun	NNG	피해자
2480	필수	必須	Noun	NNG	필수
2481	필수품	必需品	Noun	NNG	필수품
2482	필요성	必要性	Noun	NNG	필요
2483	핑계	言い訳	Noun	NNG	핑계
2484	하도	あまりにも	Adverb	MAG	하도
2485	하루빨리	一日でも早く	Adverb	MAG	하루빨리
2486	하루하루	一日一日	Noun	NNG	하루하루
2487	하룻밤	一晩	Noun	NNG	하룻밤
2488	하마터면	危うく	Adverb	MAG	하마터면
2489	하품	あくび	Noun	NNG	하품
2490	학과	学科	Noun	NNG	학과
2491	학력	学歴	Noun	NNG	학력
2492	학문	学問	Noun	NNG	학문
2493	학비	学費	Noun	NNG	학비
2494	학습	学習	Noun	NNG	학습
2495	학자	学者	Noun	NNG	학자
2496	학점	単位	Noun	NNG	학점
2497	한가하다	暇だ	XR	XR	한가
2498	한국학	韓国学	Noun	NNG	한국학
2499	한글날	ハングルの日	Noun	NNG	한글날
2500	한꺼번에	一度に、一緒に	Adverb	MAG	한꺼번에
2501	한낮	真昼	XPN	XPN	한
2502	한눈	脇目	Noun	NNG	한눈
2503	한동안	一時、しばらく	Noun	NNG	한동안
2504	한두	一・二	Determiner	MM	한
2505	한마디	一言	Noun	NNG	한마디
2506	한순간	一瞬	Noun	NNG	한순간
2507	한숨	一息、一休み、溜息	Noun	NNG	한숨
2508	한약	漢方薬、韓方薬	Noun	NNG	한약
2509	한옥	韓屋(伝統的な朝鮮の建築様式を使用した家屋)	Noun	NNG	한옥
2510	한우	韓牛、韓国の牛	Noun	NNG	한우
2511	한의사	漢方医	Noun	NNG	한의사
2512	한정식	韓定食	Noun	NNG	한정식
2513	한지	伝統韓紙	Noun	NNG	한지
2514	한참	しばらく、はるかに	Adverb	MAG	한참
2515	한창	とても、さかんに	Adverb	MAG	한창
2516	한편	一方	Adverb	MAG	한편
2517	할부	分割払い	Noun	NNG	할부
2518	할인점	ディスカウントストア	Noun	NNG	할인점
2519	함부로	むやみに、やたらに	Adverb	MAG	함부로
2520	합격자	合格者	Noun	NNG	합격자
2521	합치다	合わせる	Verb	VV	합치다
2522	합하다	足す	Verb	VV	합하다
2523	항공	航空	Noun	NNG	항공
2524	항공권	航空券	Noun	NNG	항공
2525	항공기	航空機	Noun	NNG	항공기
2526	항공료	航空料	Noun	NNG	항공료
2527	항공사	航空会社	Noun	NNG	항공사
2528	항공편	航空便	Noun	NNG	항공편
2529	해결	解決	Noun	NNG	해결
2530	해결책	解決策	Noun	NNG	해결책
2531	해고	解雇	Noun	NNG	해고
2532	해내다	やりとげる	Verb	VV	하다
2533	해돋이	日の出	Noun	NNG	해돋이
2534	해롭다	有害である、害になる	VA-I	VA-I	해롭다
2535	해마다	毎年	Adverb	MAG	해마다
2536	해물	海産物	Noun	NNG	해물
2537	해보다	やってみる	Verb	VV	하다
2538	해산물	海産物	Noun	NNG	해산물
2539	해소	解消	Noun	NNG	해소
2540	해소법	解消法	Noun	NNG	해소법
2541	해수욕	海水浴	Noun	NNG	해수욕
2542	해수욕장	海水浴場	Noun	NNG	해수욕장
2543	해열제	解熱剤	Noun	NNG	해열제
2544	핸드백	ハンドバック	Noun	NNG	핸드백
2545	햇곡식	新穀	Noun	NNG	햇곡식
2546	햇볕	日差し、日光	Noun	NNG	햇볕
2547	행동	行動	Noun	NNG	행동
2548	행사장	催事場	Noun	NNG	행사장
2549	행운	幸運	Noun	NNG	행운
2550	향	香、香り	Noun	NNG	향
2551	향기	香り	Noun	NNG	향기
2552	향수	香水、郷愁	Noun	NNG	향수
2553	향하다	向かう	Verb	VV	향하다
2554	허락	許諾、許し	Noun	NNG	허락
2555	허리띠	ベルト、腰巻	Noun	NNG	허리띠
2556	험하다	険しい	Adjective	VA	험하다
2557	헤매다	さまよう、迷う	Verb	VV	헤매다
2558	헤어스타일	ヘアスタイル	Noun	NNG	헤어
2559	헤어지다	別れる、離れる	Verb	VV	헤어지다
2560	헤엄치다	泳ぐ	Verb	VV	헤엄치다
2561	헬멧	ヘルメット	Noun	NNG	헬멧
2562	헬스클럽	スポーツクラブ、ジム	Noun	NNG	헬스클럽
2563	현관	玄関	Noun	NNG	현관
2564	현관문	玄関ドア	Noun	NNG	현관문
2565	현대	現代	Noun	NNP	현대
2566	현대식	現代式	Noun	NNG	현대식
2567	현대인	現代人	Noun	NNG	현대인
2568	현대적	現代的	Noun	NNG	현대
2569	현모양처	良妻賢母	Noun	NNG	현모
2570	현실	現実	Noun	NNG	현실
2571	현실적	現実的	Noun	NNG	현실
2572	현장	現場	Noun	NNG	현장
2573	형용사	形容詞	Noun	NNG	형용사
2574	형태	形	Noun	NNG	형태
2575	형편	状況、事情	Noun	NNG	형편
2576	혜택	恵み、恩恵	Noun	NNG	혜택
2577	호감	好感	Noun	NNG	호감
2578	호기심	好奇心	Noun	NNG	호기심
2579	호수	湖	Noun	NNG	호수
2580	호칭	呼称	Noun	NNG	호칭
2581	혹시	もしかして、ひょっとして	Adverb	MAG	혹시
2582	혹은	あるいは	Adverb	MAG	혹은
2583	혼나다	怒られる	Verb	VV	혼나다
2584	혼내다	叱る、こらしめる	Verb	VV	혼내다
2585	혼잡	混雑	Noun	NNG	혼잡
2586	홀수	奇数	Noun	NNG	홀수
2587	홍보	広報	Noun	NNG	홍보
2588	홍보물	広報物	Noun	NNG	홍보물
2589	홍수	洪水	Noun	NNG	홍수
2590	화려하다	華麗だ、華やかだ	Adjective	VA	화려하다
2591	화면	画面	Noun	NNG	화면
2592	화물	貨物	Noun	NNG	화물
2593	화분	植木鉢	Noun	NNG	화분
2594	화산	火山	Noun	NNG	화산
2595	화상	やけど	Noun	NNG	화상
2596	화장지	トイレットペーパー	Noun	NNG	화장지
2597	화재	火災、火事	Noun	NNG	화재
2598	화창하다	のどかだ	XR	XR	화창
2599	화해	和解	Noun	NNG	화해
2600	확실하다	確実だ	Adjective	VA	확실하다
2601	환경	環境	Noun	NNG	환경
2602	환기	換気	Noun	NNG	환기
2603	환불	払い戻し	Noun	NNG	환불
2604	환상적	幻想的	Noun	NNG	환상
2605	환송회	歓送会	Noun	NNG	환송
2606	환영회	歓迎会	Noun	NNG	환영회
2607	환율	為替レート	Noun	NNG	환율
2608	환전	両替	Noun	NNG	환전
2609	환절기	季節の変わり目	Noun	NNG	환절기
2610	활동	活動	Noun	NNG	활동
2611	활동적	活動的	Noun	NNG	활동
2612	활발하다	活発だ	Adjective	VA	활발하다
2613	활용	活用	Noun	NNG	활용
2614	활짝	ぱあっと、満開に	Adverb	MAG	활짝
2615	황당하다	とてつもない、とんでもない	XR	XR	황당
2616	황사	黄砂	Noun	NNG	황사
2617	～회	～回	SO	SO	～
2618	회갑	還暦	Noun	NNG	회갑
2619	회복	回復	Noun	NNG	회복
2620	회비	会費	Noun	NNG	회비
2621	회식	会食、飲み会	Noun	NNG	회식
2622	회원	会員	Noun	NNG	회원
2623	회의장	会議場	Noun	NNG	회의장
2624	회장	会長	Noun	NNG	회장
2625	횟수	回数	Noun	NNG	횟수
2626	효과	効果、効き目	Noun	NNG	효과
2627	효과적	効果的	Noun	NNG	효과
2628	효녀	孝行娘	Noun	NNG	효녀
2629	효율적	効率的	Noun	NNG	효율
2630	후문	裏門	Noun	NNG	후문
2631	후반	後半	Noun	NNG	후반
2632	후반전	後半 戦	Noun	NNG	후반전
2633	후보	候補	Noun	NNG	후보
2634	후식	デザート	Noun	NNG	후식
2635	후회	後悔	Noun	NNG	후회
2636	훈련	訓練	Noun	NNG	훈련
2637	훌륭하다	立派だ、すばらしい	Adjective	VA	훌륭하다
2638	훔치다	盗む	Verb	VV	훔치다
2639	훨씬	ずっと、はるかに	Adverb	MAG	훨씬
2640	휘발유	ガソリン、揮発油	Noun	NNG	휘발유
2641	휴가철	休暇の季節	Noun	NNG	휴가철
2642	휴게실	休憩室	Noun	NNG	휴게실
2643	휴대	携帯	Noun	NNG	휴대
2644	휴대폰	携帯電話	Noun	NNG	휴대폰
2645	휴식	休息	Noun	NNG	휴식
2646	휴양지	リゾート	Noun	NNG	휴양지
2647	휴학	休学	Noun	NNG	휴학
2648	흐르다	流れる	Verb	VV	흐르다
2649	흔들다	振る、揺らす	Verb	VV	흔들다
2650	흔들리다	揺れる、そよぐ、ぐらつく	Verb	VV	흔들리다
2651	흔하다	ありふれている	Adjective	VA	흔하다
2652	흔히	よく、多く	Adverb	MAG	흔히
2653	흘리다	流す、こぼす、紛失する	Verb	VV	흘리다
2654	흙	土	Noun	NNG	흙
2655	흡연	喫煙	Noun	NNG	흡연
2656	흥미	興味	Noun	NNG	흥미
2657	흥분	興奮	Noun	NNG	흥분
2658	희다	白い	Adjective	VA	희다
2659	희망	希望	Noun	NNG	희망
2660	희망자	希望者	Noun	NNG	희망자
2661	희생자	犠牲者	Noun	NNG	희생자
2662	힘껏	力の限り、精一杯	Adverb	MAG	힘껏
